x,y,vx,vy,Paddle.y
215,510,15,-15,384
230,495,15,-15,384
245,480,15,-15,384
260,465,15,-15,384
275,450,15,-15,384
290,435,15,-15,384
305,420,15,-15,384
320,405,15,-15,384
335,390,15,-15,384
350,375,15,-15,383
365,360,15,-15,382
380,345,15,-15,381
395,330,15,-15,369
410,315,15,-15,357
425,300,15,-15,326
440,285,15,-15,305
455,270,15,-15,279
470,255,15,-15,260
485,240,15,-15,236
500,225,15,-15,226
515,210,15,-15,223
530,195,15,-15,223
545,180,15,-15,218
560,165,15,-15,214
575,150,15,-15,212
590,135,15,-15,209
605,120,15,-15,205
620,105,15,-15,201
635,90,15,-15,198
650,75,15,-15,194
665,60,15,-15,193
680,45,15,-15,193
680,45,15,15,193
695,60,15,15,193
710,75,15,15,193
725,90,15,15,193
740,105,15,15,193
755,120,15,15,193
770,135,15,15,193
785,150,15,15,193
800,165,15,15,193
815,180,15,15,193
830,195,15,15,193
845,210,15,15,193
860,225,15,15,193
875,240,15,15,193
890,255,15,15,193
905,270,15,15,198
920,285,15,15,223
935,300,15,15,304
950,315,15,15,351
965,330,15,15,414
980,345,15,15,465
995,360,15,15,495
1010,375,15,15,529
1025,390,15,15,529
1040,405,15,15,529
1055,420,15,15,529
1070,435,15,15,529
1085,450,15,15,529
1100,465,15,15,529
1115,480,15,15,529
1130,495,15,15,529
1145,510,15,15,529
1160,525,15,15,529
1160,525,-15,15,523
1145,540,-15,15,500
1130,555,-15,15,477
1130,555,-15,-15,435
1115,540,-15,-15,412
1100,525,-15,-15,408
1085,510,-15,-15,407
1070,495,-15,-15,394
1055,480,-15,-15,382
1040,465,-15,-15,381
1025,450,-15,-15,380
1010,435,-15,-15,380
995,420,-15,-15,380
980,405,-15,-15,380
965,390,-15,-15,380
950,375,-15,-15,380
935,360,-15,-15,380
920,345,-15,-15,380
905,330,-15,-15,380
890,315,-15,-15,380
875,300,-15,-15,380
860,285,-15,-15,380
845,270,-15,-15,380
830,255,-15,-15,380
815,240,-15,-15,380
800,225,-15,-15,380
785,210,-15,-15,380
770,195,-15,-15,380
755,180,-15,-15,380
740,165,-15,-15,380
725,150,-15,-15,380
710,135,-15,-15,380
695,120,-15,-15,380
680,105,-15,-15,380
665,90,-15,-15,380
650,75,-15,-15,380
635,60,-15,-15,380
620,45,-15,-15,380
620,45,-15,15,380
605,60,-15,15,380
590,75,-15,15,380
575,90,-15,15,380
560,105,-15,15,380
545,120,-15,15,380
530,135,-15,15,380
515,150,-15,15,380
500,165,-15,15,380
485,180,-15,15,380
470,195,-15,15,380
455,210,-15,15,380
440,225,-15,15,380
425,240,-15,15,380
410,255,-15,15,380
395,270,-15,15,380
380,285,-15,15,380
365,300,-15,15,380
350,315,-15,15,380
335,330,-15,15,380
320,345,-15,15,380
305,360,-15,15,380
290,375,-15,15,380
275,390,-15,15,380
260,405,-15,15,380
245,420,-15,15,380
230,435,-15,15,380
215,450,-15,15,380
200,465,-15,15,380
185,480,-15,15,380
170,495,-15,15,380
155,510,-15,15,380
140,525,-15,15,380
125,540,-15,15,380
110,555,-15,15,380
110,555,-15,-15,380
95,540,-15,-15,380
80,525,-15,-15,380
65,510,-15,-15,380
50,495,-15,-15,380
35,480,-15,-15,380
35,480,15,-15,380
50,465,15,-15,380
65,450,15,-15,380
80,435,15,-15,380
95,420,15,-15,380
110,405,15,-15,380
125,390,15,-15,380
140,375,15,-15,380
155,360,15,-15,380
170,345,15,-15,380
185,330,15,-15,380
200,315,15,-15,380
215,300,15,-15,380
230,285,15,-15,380
245,270,15,-15,380
260,255,15,-15,380
275,240,15,-15,380
290,225,15,-15,380
305,210,15,-15,380
320,195,15,-15,380
335,180,15,-15,380
350,165,15,-15,380
365,150,15,-15,380
380,135,15,-15,380
395,120,15,-15,380
410,105,15,-15,380
425,90,15,-15,380
440,75,15,-15,380
455,60,15,-15,380
470,45,15,-15,380
470,45,15,15,380
485,60,15,15,380
500,75,15,15,380
515,90,15,15,380
530,105,15,15,380
545,120,15,15,380
560,135,15,15,380
575,150,15,15,380
590,165,15,15,380
605,180,15,15,381
620,195,15,15,387
635,210,15,15,392
650,225,15,15,397
665,240,15,15,398
680,255,15,15,399
695,270,15,15,402
710,285,15,15,408
725,300,15,15,415
740,315,15,15,417
755,330,15,15,419
770,345,15,15,421
785,360,15,15,422
800,375,15,15,422
815,390,15,15,422
830,405,15,15,422
845,420,15,15,422
860,435,15,15,423
875,450,15,15,423
890,465,15,15,423
905,480,15,15,423
920,495,15,15,423
935,510,15,15,423
950,525,15,15,423
965,540,15,15,423
980,555,15,15,423
980,555,15,-15,423
995,540,15,-15,423
1010,525,15,-15,423
1025,510,15,-15,423
1040,495,15,-15,423
1055,480,15,-15,423
1070,465,15,-15,423
1085,450,15,-15,422
1100,435,15,-15,422
1115,420,15,-15,421
1130,405,15,-15,421
1145,390,15,-15,420
1160,375,15,-15,420
1160,375,-15,-15,420
1145,360,-15,-15,420
1130,345,-15,-15,420
1115,330,-15,-15,420
1100,315,-15,-15,420
1085,300,-15,-15,420
1070,285,-15,-15,420
1055,270,-15,-15,420
1040,255,-15,-15,420
1025,240,-15,-15,419
1010,225,-15,-15,415
995,210,-15,-15,402
980,195,-15,-15,382
965,180,-15,-15,366
950,165,-15,-15,359
935,150,-15,-15,356
920,135,-15,-15,350
905,120,-15,-15,331
890,105,-15,-15,324
875,90,-15,-15,320
860,75,-15,-15,319
845,60,-15,-15,318
830,45,-15,-15,315
830,45,-15,15,314
815,60,-15,15,314
800,75,-15,15,314
785,90,-15,15,314
770,105,-15,15,314
755,120,-15,15,314
740,135,-15,15,314
725,150,-15,15,314
710,165,-15,15,314
695,180,-15,15,314
680,195,-15,15,314
665,210,-15,15,314
650,225,-15,15,314
635,240,-15,15,314
620,255,-15,15,314
605,270,-15,15,314
590,285,-15,15,314
575,300,-15,15,314
560,315,-15,15,314
545,330,-15,15,314
530,345,-15,15,314
515,360,-15,15,314
500,375,-15,15,314
485,390,-15,15,314
470,405,-15,15,314
455,420,-15,15,314
440,435,-15,15,314
425,450,-15,15,314
410,465,-15,15,314
395,480,-15,15,314
380,495,-15,15,314
365,510,-15,15,314
350,525,-15,15,314
335,540,-15,15,314
320,555,-15,15,314
320,555,-15,-15,314
305,540,-15,-15,314
290,525,-15,-15,314
275,510,-15,-15,314
260,495,-15,-15,314
245,480,-15,-15,314
230,465,-15,-15,314
215,450,-15,-15,314
200,435,-15,-15,314
185,420,-15,-15,314
170,405,-15,-15,314
155,390,-15,-15,314
140,375,-15,-15,314
125,360,-15,-15,314
110,345,-15,-15,314
95,330,-15,-15,314
80,315,-15,-15,314
65,300,-15,-15,314
50,285,-15,-15,314
35,270,-15,-15,314
35,270,15,-15,314
50,255,15,-15,314
65,240,15,-15,314
80,225,15,-15,314
95,210,15,-15,314
110,195,15,-15,314
125,180,15,-15,314
140,165,15,-15,314
155,150,15,-15,314
170,135,15,-15,314
185,120,15,-15,314
200,105,15,-15,314
215,90,15,-15,314
230,75,15,-15,314
245,60,15,-15,314
260,45,15,-15,314
260,45,15,15,314
275,60,15,15,314
290,75,15,15,314
305,90,15,15,314
320,105,15,15,314
335,120,15,15,314
350,135,15,15,314
365,150,15,15,314
380,165,15,15,314
395,180,15,15,314
410,195,15,15,314
425,210,15,15,314
440,225,15,15,314
455,240,15,15,314
470,255,15,15,314
485,270,15,15,314
500,285,15,15,314
515,300,15,15,314
530,315,15,15,314
545,330,15,15,314
560,345,15,15,314
575,360,15,15,314
590,375,15,15,314
605,390,15,15,314
620,405,15,15,314
635,420,15,15,314
650,435,15,15,314
665,450,15,15,314
680,465,15,15,314
695,480,15,15,314
710,495,15,15,314
725,510,15,15,314
740,525,15,15,314
755,540,15,15,314
770,555,15,15,314
770,555,15,-15,314
785,540,15,-15,314
800,525,15,-15,314
815,510,15,-15,314
830,495,15,-15,314
845,480,15,-15,314
860,465,15,-15,314
875,450,15,-15,314
890,435,15,-15,314
905,420,15,-15,314
920,405,15,-15,314
935,390,15,-15,314
950,375,15,-15,314
965,360,15,-15,314
980,345,15,-15,314
995,330,15,-15,314
1010,315,15,-15,314
1025,300,15,-15,314
1040,285,15,-15,314
1055,270,15,-15,314
1070,255,15,-15,314
1085,240,15,-15,314
1100,225,15,-15,314
1115,210,15,-15,314
1130,195,15,-15,314
1145,180,15,-15,314
1160,165,15,-15,314
1175,150,15,-15,314
1190,135,15,-15,314
1205,120,15,-15,314
1220,105,15,-15,314
1235,90,15,-15,314
1250,75,15,-15,314
1265,60,15,-15,314
1280,45,15,-15,314
1280,45,15,15,314
1295,60,15,15,314
1310,75,15,15,314
1325,90,15,15,314
1340,105,15,15,314
1355,120,15,15,314
1370,135,15,15,314
1385,150,15,15,314
1400,165,15,15,314
1415,180,15,15,314
1430,195,15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,314
1445,210,15,15,314
1445,210,-15,15,313
1445,210,15,15,311
1445,210,-15,15,311
1445,210,15,15,311
1445,210,-15,15,311
1445,210,15,15,311
1445,210,-15,15,311
1445,210,15,15,311
1445,210,-15,15,311
1445,210,15,15,311
1445,210,-15,15,311
1445,210,15,15,311
1445,210,-15,15,218
1445,210,15,15,204
1445,210,-15,15,184
1445,210,15,15,181
1445,210,-15,15,180
1445,210,15,15,178
1445,210,-15,15,173
1445,210,15,15,169
1445,210,-15,15,164
1445,210,15,15,164
1445,210,-15,15,162
1445,210,15,15,161
1445,210,-15,15,160
1445,210,15,15,160
1445,210,-15,15,160
1445,210,15,15,160
1445,210,-15,15,160
1445,210,15,15,160
1445,210,-15,15,162
1445,210,15,15,166
1445,210,-15,15,189
1445,210,15,15,206
1445,210,-15,15,231
1445,210,15,15,247
1445,210,-15,15,258
1445,210,15,15,266
1445,210,-15,15,283
1445,210,15,15,305
1445,210,-15,15,320
1430,225,-15,15,340
1415,240,-15,15,350
1415,240,15,15,354
1415,240,-15,15,354
1415,240,15,15,354
1415,240,-15,15,354
1415,240,15,15,354
1415,240,-15,15,354
1415,240,15,15,354
1415,240,-15,15,354
1415,240,15,15,354
1415,240,-15,15,354
1415,240,15,15,354
1415,240,-15,15,354
1415,240,15,15,354
1430,255,15,15,360
1445,270,15,15,382
1460,285,15,15,400
1475,300,15,15,439
1490,315,15,15,463
1505,330,15,15,477
1520,345,15,15,489
1535,360,15,15,494
1550,375,15,15,495
1565,390,15,15,495
1565,390,-15,15,495
1565,390,15,15,495
1565,390,-15,15,495
1565,390,15,15,497
1565,390,-15,15,497
1565,390,15,15,497
1565,390,-15,15,497
1565,390,15,15,497
1565,390,-15,15,497
1565,390,15,15,495
1565,390,-15,15,487
1565,390,15,15,463
1565,390,-15,15,405
1550,405,-15,15,298
1535,420,-15,15,237
1520,435,-15,15,172
1505,450,-15,15,172
1490,465,-15,15,95
1475,480,-15,15,95
1460,495,-15,15,95
1445,510,-15,15,95
1430,525,-15,15,95
1415,540,-15,15,95
1400,555,-15,15,95
1400,555,-15,-15,95
1385,540,-15,-15,95
1370,525,-15,-15,95
1355,510,-15,-15,95
1340,495,-15,-15,95
1325,480,-15,-15,95
1310,465,-15,-15,95
1295,450,-15,-15,95
1280,435,-15,-15,95
1265,420,-15,-15,95
1250,405,-15,-15,95
1235,390,-15,-15,95
1220,375,-15,-15,95
1205,360,-15,-15,95
1190,345,-15,-15,95
1175,330,-15,-15,95
1160,315,-15,-15,95
1145,300,-15,-15,95
1130,285,-15,-15,95
1115,270,-15,-15,95
1100,255,-15,-15,95
1085,240,-15,-15,95
1070,225,-15,-15,95
1055,210,-15,-15,95
1040,195,-15,-15,95
1025,180,-15,-15,95
1010,165,-15,-15,95
995,150,-15,-15,95
980,135,-15,-15,95
965,120,-15,-15,95
950,105,-15,-15,95
935,90,-15,-15,95
920,75,-15,-15,95
905,60,-15,-15,95
890,45,-15,-15,95
890,45,-15,15,95
875,60,-15,15,95
860,75,-15,15,95
845,90,-15,15,95
830,105,-15,15,95
815,120,-15,15,95
800,135,-15,15,95
785,150,-15,15,95
770,165,-15,15,95
755,180,-15,15,95
740,195,-15,15,95
725,210,-15,15,95
710,225,-15,15,95
695,240,-15,15,95
680,255,-15,15,95
665,270,-15,15,95
650,285,-15,15,95
635,300,-15,15,95
620,315,-15,15,95
605,330,-15,15,95
590,345,-15,15,95
575,360,-15,15,95
560,375,-15,15,95
545,390,-15,15,95
530,405,-15,15,95
515,420,-15,15,95
500,435,-15,15,95
485,450,-15,15,76
470,465,-15,15,94
455,480,-15,15,106
440,495,-15,15,111
425,510,-15,15,113
410,525,-15,15,115
395,540,-15,15,117
380,555,-15,15,121
380,555,-15,-15,129
365,540,-15,-15,139
350,525,-15,-15,146
335,510,-15,-15,156
320,495,-15,-15,169
305,480,-15,-15,178
290,465,-15,-15,187
275,450,-15,-15,197
260,435,-15,-15,206
245,420,-15,-15,211
230,405,-15,-15,211
215,390,-15,-15,211
200,375,-15,-15,211
185,360,-15,-15,211
170,345,-15,-15,211
155,330,-15,-15,211
140,315,-15,-15,211
125,300,-15,-15,211
110,285,-15,-15,211
95,270,-15,-15,211
80,255,-15,-15,211
65,240,-15,-15,219
50,225,-15,-15,225
35,210,-15,-15,231
35,210,15,-15,236
50,195,15,-15,238
65,180,15,-15,240
80,165,15,-15,242
95,150,15,-15,242
110,135,15,-15,242
125,120,15,-15,243
140,105,15,-15,244
155,90,15,-15,249
170,75,15,-15,254
185,60,15,-15,257
200,45,15,-15,261
200,45,15,15,273
215,60,15,15,284
230,75,15,15,291
245,90,15,15,294
260,105,15,15,295
275,120,15,15,295
290,135,15,15,295
305,150,15,15,295
320,165,15,15,295
335,180,15,15,295
350,195,15,15,295
365,210,15,15,295
380,225,15,15,295
395,240,15,15,295
410,255,15,15,295
425,270,15,15,295
440,285,15,15,295
455,300,15,15,295
470,315,15,15,295
485,330,15,15,295
500,345,15,15,295
515,360,15,15,295
530,375,15,15,295
545,390,15,15,295
560,405,15,15,295
575,420,15,15,295
590,435,15,15,295
605,450,15,15,295
620,465,15,15,295
635,480,15,15,295
650,495,15,15,295
665,510,15,15,294
680,525,15,15,292
695,540,15,15,288
710,555,15,15,273
710,555,15,-15,269
725,540,15,-15,266
740,525,15,-15,263
755,510,15,-15,258
770,495,15,-15,252
785,480,15,-15,248
800,465,15,-15,247
815,450,15,-15,247
830,435,15,-15,246
845,420,15,-15,246
860,405,15,-15,245
875,390,15,-15,232
890,375,15,-15,225
905,360,15,-15,219
920,345,15,-15,203
935,330,15,-15,192
950,315,15,-15,182
965,300,15,-15,160
980,285,15,-15,151
995,270,15,-15,145
1010,255,15,-15,142
1025,240,15,-15,139
1040,225,15,-15,137
1055,210,15,-15,136
1070,195,15,-15,136
1085,180,15,-15,136
1100,165,15,-15,136
1115,150,15,-15,136
1130,135,15,-15,136
1145,120,15,-15,136
1160,105,15,-15,136
1160,105,-15,-15,136
1145,90,-15,-15,136
1130,75,-15,-15,136
1115,60,-15,-15,136
1100,45,-15,-15,136
1100,45,-15,15,136
1085,60,-15,15,136
1070,75,-15,15,136
1055,90,-15,15,136
1040,105,-15,15,136
1025,120,-15,15,136
1010,135,-15,15,136
995,150,-15,15,136
980,165,-15,15,136
965,180,-15,15,136
950,195,-15,15,136
935,210,-15,15,136
920,225,-15,15,136
905,240,-15,15,136
890,255,-15,15,136
875,270,-15,15,136
860,285,-15,15,136
845,300,-15,15,136
830,315,-15,15,136
815,330,-15,15,136
800,345,-15,15,136
785,360,-15,15,136
770,375,-15,15,136
755,390,-15,15,141
740,405,-15,15,152
725,420,-15,15,162
710,435,-15,15,200
695,450,-15,15,241
680,465,-15,15,284
665,480,-15,15,307
650,495,-15,15,319
635,510,-15,15,332
620,525,-15,15,344
605,540,-15,15,349
590,555,-15,15,353
590,555,-15,-15,358
575,540,-15,-15,360
560,525,-15,-15,361
545,510,-15,-15,361
530,495,-15,-15,364
515,480,-15,-15,369
500,465,-15,-15,370
485,450,-15,-15,370
470,435,-15,-15,370
455,420,-15,-15,370
440,405,-15,-15,371
425,390,-15,-15,372
410,375,-15,-15,372
395,360,-15,-15,372
380,345,-15,-15,372
365,330,-15,-15,373
350,315,-15,-15,373
335,300,-15,-15,373
320,285,-15,-15,373
305,270,-15,-15,374
290,255,-15,-15,376
275,240,-15,-15,376
260,225,-15,-15,376
245,210,-15,-15,376
230,195,-15,-15,376
215,180,-15,-15,376
200,165,-15,-15,376
185,150,-15,-15,376
170,135,-15,-15,376
155,120,-15,-15,376
140,105,-15,-15,376
125,90,-15,-15,376
110,75,-15,-15,376
95,60,-15,-15,376
80,45,-15,-15,376
80,45,-15,15,376
65,60,-15,15,376
50,75,-15,15,376
35,90,-15,15,376
35,90,15,15,376
50,105,15,15,376
65,120,15,15,376
80,135,15,15,376
95,150,15,15,376
110,165,15,15,376
125,180,15,15,376
140,195,15,15,376
155,210,15,15,376
170,225,15,15,376
185,240,15,15,376
200,255,15,15,376
215,270,15,15,376
230,285,15,15,376
245,300,15,15,376
260,315,15,15,376
275,330,15,15,376
290,345,15,15,376
305,360,15,15,376
320,375,15,15,376
335,390,15,15,376
350,405,15,15,376
365,420,15,15,376
380,435,15,15,376
395,450,15,15,376
410,465,15,15,376
425,480,15,15,376
440,495,15,15,376
455,510,15,15,376
470,525,15,15,376
485,540,15,15,376
500,555,15,15,376
500,555,15,-15,376
515,540,15,-15,376
530,525,15,-15,376
545,510,15,-15,376
560,495,15,-15,376
575,480,15,-15,376
590,465,15,-15,373
605,450,15,-15,368
620,435,15,-15,363
635,420,15,-15,357
650,405,15,-15,355
665,390,15,-15,353
680,375,15,-15,350
695,360,15,-15,347
710,345,15,-15,340
725,330,15,-15,333
740,315,15,-15,326
755,300,15,-15,326
770,285,15,-15,326
785,270,15,-15,326
800,255,15,-15,259
815,240,15,-15,243
830,225,15,-15,234
845,210,15,-15,228
860,195,15,-15,223
875,180,15,-15,216
890,165,15,-15,208
905,150,15,-15,202
920,135,15,-15,198
935,120,15,-15,196
950,105,15,-15,196
965,90,15,-15,196
980,75,15,-15,196
995,60,15,-15,196
1010,45,15,-15,196
1010,45,15,15,193
1025,60,15,15,192
1040,75,15,15,192
1055,90,15,15,192
1070,105,15,15,192
1085,120,15,15,192
1100,135,15,15,192
1115,150,15,15,192
1130,165,15,15,192
1145,180,15,15,192
1160,195,15,15,192
1160,195,-15,15,192
1145,210,-15,15,177
1130,225,-15,15,170
1115,240,-15,15,163
1100,255,-15,15,162
1085,270,-15,15,161
1070,285,-15,15,161
1055,300,-15,15,161
1040,315,-15,15,161
1025,330,-15,15,161
1010,345,-15,15,161
995,360,-15,15,161
980,375,-15,15,161
965,390,-15,15,161
950,405,-15,15,161
935,420,-15,15,161
920,435,-15,15,161
905,450,-15,15,161
890,465,-15,15,161
875,480,-15,15,161
860,495,-15,15,161
845,510,-15,15,162
830,525,-15,15,162
815,540,-15,15,163
800,555,-15,15,163
800,555,-15,-15,163
785,540,-15,-15,163
770,525,-15,-15,163
755,510,-15,-15,163
740,495,-15,-15,163
725,480,-15,-15,163
710,465,-15,-15,163
695,450,-15,-15,163
680,435,-15,-15,164
665,420,-15,-15,164
650,405,-15,-15,164
635,390,-15,-15,164
620,375,-15,-15,164
605,360,-15,-15,164
590,345,-15,-15,164
575,330,-15,-15,164
560,315,-15,-15,164
545,300,-15,-15,164
530,285,-15,-15,164
515,270,-15,-15,164
500,255,-15,-15,164
485,240,-15,-15,164
470,225,-15,-15,164
455,210,-15,-15,164
440,195,-15,-15,164
425,180,-15,-15,164
410,165,-15,-15,164
395,150,-15,-15,164
380,135,-15,-15,164
365,120,-15,-15,164
350,105,-15,-15,164
335,90,-15,-15,164
320,75,-15,-15,164
305,60,-15,-15,164
290,45,-15,-15,164
290,45,-15,15,164
275,60,-15,15,164
260,75,-15,15,164
245,90,-15,15,164
230,105,-15,15,164
215,120,-15,15,164
200,135,-15,15,164
185,150,-15,15,164
170,165,-15,15,164
155,180,-15,15,164
140,195,-15,15,164
125,210,-15,15,164
110,225,-15,15,164
95,240,-15,15,164
80,255,-15,15,164
65,270,-15,15,164
50,285,-15,15,164
35,300,-15,15,164
35,300,15,15,164
50,315,15,15,164
65,330,15,15,164
80,345,15,15,164
95,360,15,15,164
110,375,15,15,164
125,390,15,15,164
140,405,15,15,164
155,420,15,15,164
170,435,15,15,164
185,450,15,15,164
200,465,15,15,164
215,480,15,15,164
230,495,15,15,164
245,510,15,15,164
260,525,15,15,164
275,540,15,15,164
290,555,15,15,164
290,555,15,-15,164
305,540,15,-15,164
320,525,15,-15,164
335,510,15,-15,164
350,495,15,-15,164
365,480,15,-15,164
380,465,15,-15,164
395,450,15,-15,164
410,435,15,-15,164
425,420,15,-15,164
440,405,15,-15,164
455,390,15,-15,164
470,375,15,-15,164
485,360,15,-15,164
500,345,15,-15,164
515,330,15,-15,164
530,315,15,-15,164
545,300,15,-15,164
560,285,15,-15,164
575,270,15,-15,164
590,255,15,-15,164
605,240,15,-15,165
620,225,15,-15,167
635,210,15,-15,172
650,195,15,-15,174
665,180,15,-15,174
680,165,15,-15,174
695,150,15,-15,174
710,135,15,-15,175
725,120,15,-15,177
740,105,15,-15,178
755,90,15,-15,181
770,75,15,-15,183
785,60,15,-15,196
800,45,15,-15,204
800,45,15,15,210
815,60,15,15,229
830,75,15,15,274
845,90,15,15,305
860,105,15,15,317
875,120,15,15,318
890,135,15,15,319
905,150,15,15,319
920,165,15,15,319
935,180,15,15,319
950,195,15,15,319
965,210,15,15,319
980,225,15,15,319
995,240,15,15,319
1010,255,15,15,319
1025,270,15,15,319
1040,285,15,15,319
1055,300,15,15,319
1070,315,15,15,328
1085,330,15,15,337
1100,345,15,15,343
1115,360,15,15,346
1130,375,15,15,348
1145,390,15,15,348
1160,405,15,15,348
1160,405,-15,15,349
1145,420,-15,15,349
1130,435,-15,15,349
1115,450,-15,15,350
1100,465,-15,15,351
1085,480,-15,15,352
1070,495,-15,15,352
1055,510,-15,15,352
1040,525,-15,15,352
1025,540,-15,15,355
1010,555,-15,15,356
1010,555,-15,-15,357
995,540,-15,-15,359
980,525,-15,-15,360
965,510,-15,-15,362
950,495,-15,-15,362
935,480,-15,-15,362
920,465,-15,-15,362
905,450,-15,-15,362
890,435,-15,-15,362
875,420,-15,-15,362
860,405,-15,-15,362
845,390,-15,-15,362
830,375,-15,-15,362
815,360,-15,-15,362
800,345,-15,-15,362
785,330,-15,-15,362
770,315,-15,-15,362
755,300,-15,-15,362
740,285,-15,-15,362
725,270,-15,-15,362
710,255,-15,-15,362
695,240,-15,-15,362
680,225,-15,-15,362
665,210,-15,-15,362
650,195,-15,-15,362
635,180,-15,-15,362
620,165,-15,-15,362
605,150,-15,-15,362
590,135,-15,-15,361
575,120,-15,-15,361
560,105,-15,-15,361
545,90,-15,-15,360
530,75,-15,-15,359
515,60,-15,-15,359
500,45,-15,-15,359
500,45,-15,15,359
485,60,-15,15,358
470,75,-15,15,358
455,90,-15,15,358
440,105,-15,15,358
425,120,-15,15,358
410,135,-15,15,358
395,150,-15,15,358
380,165,-15,15,358
365,180,-15,15,358
350,195,-15,15,358
335,210,-15,15,358
320,225,-15,15,358
305,240,-15,15,358
290,255,-15,15,358
275,270,-15,15,358
260,285,-15,15,358
245,300,-15,15,358
230,315,-15,15,358
215,330,-15,15,358
200,345,-15,15,358
185,360,-15,15,358
170,375,-15,15,358
155,390,-15,15,358
140,405,-15,15,358
125,420,-15,15,358
110,435,-15,15,358
95,450,-15,15,358
80,465,-15,15,358
65,480,-15,15,358
50,495,-15,15,358
35,510,-15,15,358
35,510,15,15,358
50,525,15,15,358
65,540,15,15,358
80,555,15,15,358
80,555,15,-15,358
95,540,15,-15,358
110,525,15,-15,358
125,510,15,-15,358
140,495,15,-15,358
155,480,15,-15,358
170,465,15,-15,358
185,450,15,-15,358
200,435,15,-15,358
215,420,15,-15,358
230,405,15,-15,358
245,390,15,-15,358
260,375,15,-15,358
275,360,15,-15,358
290,345,15,-15,358
305,330,15,-15,358
320,315,15,-15,358
335,300,15,-15,358
350,285,15,-15,358
365,270,15,-15,358
380,255,15,-15,358
395,240,15,-15,358
410,225,15,-15,358
425,210,15,-15,358
440,195,15,-15,358
455,180,15,-15,357
470,165,15,-15,357
485,150,15,-15,356
500,135,15,-15,355
515,120,15,-15,355
530,105,15,-15,352
545,90,15,-15,347
560,75,15,-15,341
575,60,15,-15,335
590,45,15,-15,330
590,45,15,15,324
605,60,15,15,317
620,75,15,15,309
635,90,15,15,304
650,105,15,15,301
665,120,15,15,292
680,135,15,15,287
695,150,15,15,283
710,165,15,15,280
725,180,15,15,280
740,195,15,15,275
755,210,15,15,272
770,225,15,15,269
785,240,15,15,269
800,255,15,15,269
815,270,15,15,269
830,285,15,15,269
845,300,15,15,269
860,315,15,15,269
875,330,15,15,269
890,345,15,15,269
905,360,15,15,269
920,375,15,15,269
935,390,15,15,269
950,405,15,15,269
965,420,15,15,269
980,435,15,15,271
995,450,15,15,280
1010,465,15,15,307
1025,480,15,15,411
1040,495,15,15,479
1055,510,15,15,499
1070,525,15,15,505
1085,540,15,15,511
1100,555,15,15,523
1100,555,15,-15,528
1115,540,15,-15,528
1130,525,15,-15,528
1145,510,15,-15,528
1160,495,15,-15,528
1160,495,-15,-15,528
1145,480,-15,-15,528
1130,465,-15,-15,528
1115,450,-15,-15,528
1100,435,-15,-15,528
1085,420,-15,-15,528
1070,405,-15,-15,528
1055,390,-15,-15,528
1040,375,-15,-15,528
1025,360,-15,-15,528
1010,345,-15,-15,528
995,330,-15,-15,528
980,315,-15,-15,528
965,300,-15,-15,528
950,285,-15,-15,528
935,270,-15,-15,528
920,255,-15,-15,528
905,240,-15,-15,528
890,225,-15,-15,528
875,210,-15,-15,528
860,195,-15,-15,528
845,180,-15,-15,528
830,165,-15,-15,528
815,150,-15,-15,528
800,135,-15,-15,528
785,120,-15,-15,528
770,105,-15,-15,522
755,90,-15,-15,508
740,75,-15,-15,484
725,60,-15,-15,407
710,45,-15,-15,377
710,45,-15,15,358
695,60,-15,15,347
680,75,-15,15,335
665,90,-15,15,306
650,105,-15,15,290
635,120,-15,15,287
620,135,-15,15,287
605,150,-15,15,287
590,165,-15,15,287
575,180,-15,15,287
560,195,-15,15,287
545,210,-15,15,287
530,225,-15,15,287
515,240,-15,15,287
500,255,-15,15,287
485,270,-15,15,287
470,285,-15,15,287
455,300,-15,15,287
440,315,-15,15,284
425,330,-15,15,278
410,345,-15,15,274
395,360,-15,15,272
380,375,-15,15,271
365,390,-15,15,271
350,405,-15,15,271
335,420,-15,15,271
320,435,-15,15,271
305,450,-15,15,271
290,465,-15,15,271
275,480,-15,15,270
260,495,-15,15,270
245,510,-15,15,270
230,525,-15,15,270
215,540,-15,15,270
200,555,-15,15,270
200,555,-15,-15,270
185,540,-15,-15,270
170,525,-15,-15,270
155,510,-15,-15,270
140,495,-15,-15,270
125,480,-15,-15,270
110,465,-15,-15,270
95,450,-15,-15,270
80,435,-15,-15,270
65,420,-15,-15,270
50,405,-15,-15,270
